CODIGO_ESTABLECIMIENTO,NOM_ESTAB,Dirección,Nom_depa,Nom_muni,SECTOR,AREA,PLAN,JORNADA,Evaluados_Nacional_2013,SEXO_Mujer_Cantidad_Nacional_2013,SEXO_Hombre_Cantidad_Nacional_2013,SEXO_Mujer_Porcentaje_Nacional_2013,SEXO_Hombre_Porcentaje_Nacional_2013,PLAN_DIARIO_Cantidad_Nacional_2013,PLAN_SABATINO_Cantidad_Nacional_2013,PLAN_DOMINICAL_Cantidad_Nacional_2013,PLAN_FIN_SEMANA_Cantidad_Nacional_2013,PLAN_A_DISTANCIA_Cantidad_Nacional_2013,LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_INSATIS_Porcentaje_Nacional_2013,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,NO_LOGRO_MATE_NAC_2013,DESEMPEÑO_MATE_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_INSATIS_Porcentaje_Nacional_2013,Cantidad_Evaluados_Establecimiento_2013,LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,NO_LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_LEC_2013,LOGRO_NACIONAL_LECT_PORCENTAJE_2013,LOGRO_LECTURA_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_LECTURA_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Departamental_2013,NO_LOGRO_LECTURA_Municipal_2013,LIBROS_LEE_PARA_INFORME_2_o_MENOS_2013,LIBROS_LEE_PARA_INFORME_3_a_6a_2013,LIBROS_LEE_PARA_INFORME_más_de_6a_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_MATE_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_MATE,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_MATEMÁTICAS_Porcentaje_Nacional_2013,NO_LOGRO_MATEMÁTICAS_Departamental_2013,NO_LOGRO_MATEMÁTICAS_Municipal_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2009,LOGRO_LECTURA_ESTABLECIMIENTO_2006,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2009,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2006,MODELOS_DE_CALIDAD_SECTOR_OFICIAL
01-07-2997-45,'LICEO NORUEGO',"LOTE NO 134 SECTOR I, COLONIA SAN LUIS",Guatemala,SAN PEDRO AYAMPUC,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,26.00,15.38,84.62,7.69,7.69,46.15,38.46,2.00,14.58,28.11,15.73,85.42,71.89,84.27,73.08,23.08,3.85,19.23,80.77,0.00,19.23,53.85,26.92,2.00,18.35,28.32,18.88,81.65,71.68,81.12,27.27,N/D,12.12,N/D,
01-07-6166-45,'LICEO JUVENIL GUATEMALTECO',LOTE 24 MANZANA 'Q' SECTOR 2 COLONIA LA LEYENDA,Guatemala,SAN PEDRO AYAMPUC,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,33.33,66.67,11.11,22.22,33.33,33.33,3.00,14.58,28.11,15.73,85.42,71.89,84.27,66.67,22.22,11.11,11.11,88.89,0.00,11.11,11.11,77.78,1.00,18.35,28.32,18.88,81.65,71.68,81.12,8.33,N/D,0.00,N/D,
01-07-6666-45,CENTRO EDUCATIVO COMUNITARIO  YAMPUC,6A. CALLE 6-33 ZONA 1,Guatemala,SAN PEDRO AYAMPUC,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,23.00,21.74,78.26,4.35,17.39,34.78,43.48,2.00,14.58,28.11,15.73,85.42,71.89,84.27,86.96,13.04,0.00,47.83,52.17,0.00,47.83,34.78,17.39,5.00,18.35,28.32,18.88,81.65,71.68,81.12,37.50,44.00,25.00,20.83,
01-07-7087-45,IEBC,ALDEA LOMAS DE SAN JOSE,Guatemala,SAN PEDRO AYAMPUC,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,49.00,8.16,91.84,4.08,4.08,36.73,55.10,1.00,14.58,28.11,15.73,85.42,71.89,84.27,87.50,10.42,2.08,16.33,83.67,0.00,16.33,34.69,48.98,2.00,18.35,28.32,18.88,81.65,71.68,81.12,N/D,11.83,N/D,24.47,
01-07-8044-45,COLEGIO MIXTO 'EL ARTE DE APRENDER',MANZANA G CASA 22 COLONIA LLANOS DE SANTA MARIA,Guatemala,SAN PEDRO AYAMPUC,PRIVADO,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,14.00,7.69,92.31,0.00,7.69,53.85,38.46,1.00,14.58,28.11,15.73,85.42,71.89,84.27,100.00,0.00,0.00,30.77,69.23,0.00,30.77,38.46,30.77,3.00,18.35,28.32,18.88,81.65,71.68,81.12,0.00,N/D,33.33,N/D,
01-07-8437-45,CENTRO EDUCATIVO PARROQUIAL 'SAN JOSE',ALDEA SAN JOSE NACAHUIL,Guatemala,SAN PEDRO AYAMPUC,PRIVADO,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,0.00,100.00,0.00,0.00,22.22,77.78,0.00,14.58,28.11,15.73,85.42,71.89,84.27,77.78,22.22,0.00,0.00,100.00,0.00,0.00,22.22,77.78,0.00,18.35,28.32,18.88,81.65,71.68,81.12,2.22,4.76,0.00,4.76,
01-07-8486-45,CENTRO EDUCATIVO CRISTIANO MIXTO NUESTRA SEÑORA DEL ROSARIO,LOTE 70 MANZANA P SECTOR 2 COLONIA LA LEYENDA KM.16.5,Guatemala,SAN PEDRO AYAMPUC,PRIVADO,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,45.00,26.67,73.33,6.67,20.00,31.11,42.22,3.00,14.58,28.11,15.73,85.42,71.89,84.27,84.44,13.33,2.22,20.00,80.00,0.00,20.00,40.00,40.00,2.00,18.35,28.32,18.88,81.65,71.68,81.12,18.92,N/D,10.81,N/D,
01-07-9365-45,ESCUELA ALTERNATIVA 'LUZ Y ESPERANZA/GRUPO CEIBA' NO.2,"LOTE 24, MANZANA 'A', SECTOR 1, COLONIA LA LEYENDA",Guatemala,SAN PEDRO AYAMPUC,PRIVADO,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,24.00,8.33,91.67,4.17,4.17,45.83,45.83,1.00,14.58,28.11,15.73,85.42,71.89,84.27,70.83,25.00,4.17,12.50,87.50,0.00,12.50,33.33,54.17,1.00,18.35,28.32,18.88,81.65,71.68,81.12,19.23,44.83,7.69,24.14,
01-08-0001-45,COLEGIO CRISTIANO ELIM,"3A. AVENIDA 11-42 ZONA 3, COLONIA EL ROSARIO",Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,50.00,50.00,33.33,16.67,16.67,33.33,5.00,14.58,28.11,37.42,85.42,71.89,62.58,83.33,16.67,0.00,50.00,50.00,0.00,50.00,16.67,33.33,5.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0017-45,"COLEGIO MIXTO ""NUESTRA SEÑORA DE BELEN""",3RA. AV. 7-30 COLONIA BELEN ZONA 7,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,21.00,14.29,85.71,4.76,9.52,33.33,52.38,1.00,14.58,28.11,37.42,85.42,71.89,62.58,95.24,4.76,0.00,0.00,100.00,0.00,0.00,71.43,28.57,0.00,18.35,28.32,35.97,81.65,71.68,64.03,28.57,N/D,14.29,N/D,
01-08-0022-45,LICEO MIXTO JUVENTUD GUATEMALTECA,"MANZANA ""T"", LOTE 20 SECTOR II, COLONIA SAN JOSE LAS ROSAS ZONA 6",Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,16.67,83.33,0.00,16.67,25.00,58.33,2.00,14.58,28.11,37.42,85.42,71.89,62.58,75.00,25.00,0.00,8.33,91.67,0.00,8.33,50.00,41.67,1.00,18.35,28.32,35.97,81.65,71.68,64.03,0.00,N/D,0.00,N/D,
01-08-0048-45,COLEGIO CAMPO ALTO DEL SUR,"8A. AVENIDA FINAL, 9-70, COLONIA SANTA BARBARA, ZONA 8",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,75.00,62.67,37.33,40.00,22.67,30.67,6.67,6.00,14.58,28.11,37.42,85.42,71.89,62.58,70.67,18.67,10.67,57.33,42.67,16.00,41.33,28.00,14.67,6.00,18.35,28.32,35.97,81.65,71.68,64.03,50.00,N/D,35.56,N/D,
01-08-0054-45,COLEGIO MIXTO CASTILLO REAL DE ZARAGOZA,"33 AVENIDA 4-83, COLONIA BOSQUES DE SAN NICOLAS, ZONA 4",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,14.58,28.11,37.42,85.42,71.89,62.58,0.00,100.00,0.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0055-45,"COLEGIO MIXTO ""EL MENSAJERO DEL SABER""","6A. AVENIDA 21-25, COLONIA SAN FRANCISCO I, ZONA 6",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,18.75,81.25,0.00,18.75,31.25,50.00,2.00,14.58,28.11,37.42,85.42,71.89,62.58,93.75,6.25,0.00,12.50,87.50,0.00,12.50,37.50,50.00,1.00,18.35,28.32,35.97,81.65,71.68,64.03,15.00,N/D,15.79,N/D,
01-08-0057-45,INEB,ALDEA SACOJ CHIQUITO,Guatemala,MIXCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,111.00,11.01,88.99,3.67,7.34,34.86,54.13,1.00,14.58,28.11,37.42,85.42,71.89,62.58,92.79,7.21,0.00,13.51,86.49,0.00,13.51,26.13,60.36,1.00,18.35,28.32,35.97,81.65,71.68,64.03,21.43,N/D,0.00,N/D,REGULAR
01-08-0058-45,INEB,"2A. CALLE ""B"" 2-06 ZONA 4",Guatemala,MIXCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,63.00,23.81,76.19,15.87,7.94,42.86,33.33,2.00,14.58,28.11,37.42,85.42,71.89,62.58,76.19,20.63,3.17,36.51,63.49,1.59,34.92,30.16,33.33,4.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,REGULAR
01-08-0072-45,INEB,"ALDEA TIERRA BLANCA, ZONA 1",Guatemala,MIXCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,43.00,37.21,62.79,18.60,18.60,41.86,20.93,4.00,14.58,28.11,37.42,85.42,71.89,62.58,53.66,36.59,9.76,23.26,76.74,2.33,20.93,39.53,37.21,2.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,REGULAR
01-08-0074-45,INEB,"COLONIA LAS VICTORIAS, SAN JOSE LA COMUNIDAD ZONA 10",Guatemala,MIXCO,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,146.00,17.81,82.19,7.53,10.27,41.78,40.41,2.00,14.58,28.11,37.42,85.42,71.89,62.58,86.99,10.27,2.74,22.60,77.40,1.37,21.23,32.19,45.21,2.00,18.35,28.32,35.97,81.65,71.68,64.03,15.79,N/D,42.11,N/D,REGULAR
01-08-0083-45,COLEGIO AMERICANO HOWARD GARDNER,2A. CALLE 34-83 COLONIA TOLEDO,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,32.00,65.63,34.38,28.13,37.50,25.00,9.38,7.00,14.58,28.11,37.42,85.42,71.89,62.58,50.00,34.38,15.63,53.13,46.88,6.25,46.88,28.13,18.75,5.00,18.35,28.32,35.97,81.65,71.68,64.03,40.00,N/D,40.00,N/D,
01-08-0091-45,LICEO INTEGRAL JUVENIL BERNARDETTE,2A. CALLE 7-33 ZONA 1,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,6.25,93.75,0.00,6.25,37.50,56.25,1.00,14.58,28.11,37.42,85.42,71.89,62.58,75.00,12.50,12.50,25.00,75.00,0.00,25.00,50.00,25.00,3.00,18.35,28.32,35.97,81.65,71.68,64.03,25.00,N/D,37.50,N/D,
01-08-0095-45,INSTITUTO DE EDUCACION BASICA DOCTOR THEO BLOEM,"64 CALLE 14-39, ALDEA SACOJ CHIQUITO, ZONA 6",Guatemala,MIXCO,PRIVADO,RURAL,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,36.00,36.11,63.89,16.67,19.44,36.11,27.78,4.00,14.58,28.11,37.42,85.42,71.89,62.58,58.33,36.11,5.56,16.67,83.33,0.00,16.67,33.33,50.00,2.00,18.35,28.32,35.97,81.65,71.68,64.03,38.46,N/D,15.38,N/D,
01-08-0097-45,"CENTRO EDUCATIVO ""CASTILLO ESPAÑA""","4A. CALLE ""A"" 13-60, SECTOR B-2, ZONA 8, CIUDAD SAN CRISTOBAL I",Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,14.58,28.11,37.42,85.42,71.89,62.58,100.00,0.00,0.00,50.00,50.00,0.00,50.00,0.00,50.00,5.00,18.35,28.32,35.97,81.65,71.68,64.03,0.00,N/D,0.00,N/D,
01-08-0102-45,"COLEGIO ""LO DE CASTILLA""","BOULEVARD PRINCIPAL 10-30 COLONIA SATELITE, ZONA 9",Guatemala,MIXCO,PRIVADO,RURAL,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,41.00,24.39,75.61,4.88,19.51,58.54,17.07,2.00,14.58,28.11,37.42,85.42,71.89,62.58,85.37,12.20,2.44,31.71,68.29,0.00,31.71,43.90,24.39,3.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0114-45,COLEGIO MARIANO DE GUATEMALA,"3 CALLE 3-18 ZONA 4, COLONIA MONTE VERDE",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,80.00,20.00,40.00,40.00,0.00,20.00,8.00,14.58,28.11,37.42,85.42,71.89,62.58,50.00,33.33,16.67,50.00,50.00,0.00,50.00,16.67,33.33,5.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0132-45,COLEGIO EN COMPUTACION SAN JOSE NO. 2,8A AVENIDA 9-42 ZONA 1,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,9.09,90.91,9.09,0.00,27.27,63.64,1.00,14.58,28.11,37.42,85.42,71.89,62.58,63.64,36.36,0.00,0.00,100.00,0.00,0.00,54.55,45.45,0.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0139-45,COLEGIO EN COMPUTACION SAN JOSE NO. 2,8A AVENIDA 9-42 ZONA 1,Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,5.88,94.12,0.00,5.88,29.41,64.71,1.00,14.58,28.11,37.42,85.42,71.89,62.58,68.75,25.00,6.25,11.76,88.24,0.00,11.76,35.29,52.94,1.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0141-45,COLEGIO EN COMPUTACION SAN JOSE NO. 2,8A AVENIDA 9-42 ZONA 1,Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,0.00,100.00,0.00,0.00,16.67,83.33,0.00,14.58,28.11,37.42,85.42,71.89,62.58,100.00,0.00,0.00,0.00,100.00,0.00,0.00,16.67,83.33,0.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0144-45,CENTRO EDUCATIVO PARA LA PAZ,8A. AVENIDA 0-62 ZONA 1 DE MIXCO,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,3.00,66.67,33.33,66.67,0.00,0.00,33.33,7.00,14.58,28.11,37.42,85.42,71.89,62.58,66.67,33.33,0.00,100.00,0.00,0.00,100.00,0.00,0.00,10.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0148-45,COLEGIO FUENTE DEL SABER APRENDER,"15 CALLE 12-35 ZONA 11, PRADOS DE MINERVA, BOULEVARD PRINCIPAL",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,25.00,40.00,60.00,20.00,20.00,40.00,20.00,4.00,14.58,28.11,37.42,85.42,71.89,62.58,66.67,33.33,0.00,28.00,72.00,0.00,28.00,36.00,36.00,3.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0151-45,COLEGIO ARABE GUATEMALTECO,5TA. CALLE 1-97 ZONA 10 COLONIA LOMAS DE SAN JACINTO,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,22.00,13.64,86.36,13.64,0.00,40.91,45.45,1.00,14.58,28.11,37.42,85.42,71.89,62.58,68.18,27.27,4.55,13.64,86.36,0.00,13.64,45.45,40.91,1.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0152-45,COLEGIO TECNICO DE COMERCIO,5TA. CALLE 1-97 ZONA 10 COLONIA LOMAS DE SAN JACINTO,Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,8.00,12.50,87.50,12.50,0.00,50.00,37.50,1.00,14.58,28.11,37.42,85.42,71.89,62.58,100.00,0.00,0.00,12.50,87.50,0.00,12.50,25.00,62.50,1.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0154-45,COLEGIO SUIZO AMERICANO SAN CRISTOBAL,"15 AVENIDA ""A"" 3A CALLE ""D"" 15-07 SECTOR B7 PINARES ZONA 8",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,22.00,95.45,4.55,68.18,27.27,4.55,0.00,10.00,14.58,28.11,37.42,85.42,71.89,62.58,59.09,27.27,13.64,100.00,0.00,59.09,40.91,0.00,0.00,10.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0156-45,CENTRO EDUCATIVO SALES,"2A. AVENIDA 12-44 COLONIA SAN FRANCISCO II, ZONA 6",Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,20.00,80.00,20.00,0.00,20.00,60.00,2.00,14.58,28.11,37.42,85.42,71.89,62.58,83.33,16.67,0.00,40.00,60.00,0.00,40.00,20.00,40.00,4.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0163-45,INSTITUTO BILINGUE GUATEMALTECO,5TA. CALLE 11-21 COLONIA LO DE FUENTES ZONA 11,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,7.00,0.00,100.00,0.00,0.00,57.14,42.86,0.00,14.58,28.11,37.42,85.42,71.89,62.58,100.00,0.00,0.00,0.00,100.00,0.00,0.00,57.14,42.86,0.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0167-45,LICEO CRISTIANO GUATEMALTECO NUEVO AMANECER,4A. CALLE 3-19 COLONIA MONTE VERDE ZONA 4,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,77.00,20.78,79.22,9.09,11.69,53.25,25.97,2.00,14.58,28.11,37.42,85.42,71.89,62.58,83.12,16.88,0.00,49.35,50.65,7.79,41.56,32.47,18.18,5.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0177-45,COLEGIO CRISTIANO BILINGÜE GRACIA,15 AVENIDA 1-72 COLONIA VALLE DEL SOL ZONA 4,Guatemala,MIXCO,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,47.06,52.94,11.76,35.29,41.18,11.76,5.00,14.58,28.11,37.42,85.42,71.89,62.58,56.25,31.25,12.50,58.82,41.18,11.76,47.06,35.29,5.88,6.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
01-08-0179-45,CENTRO EDUCATIVO JUAN PABLO II,3A. AVENIDA 7-30 ZONA 7 COLONIA BELEN,Guatemala,MIXCO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,0.00,100.00,0.00,0.00,18.18,81.82,0.00,14.58,28.11,37.42,85.42,71.89,62.58,90.91,9.09,0.00,9.09,90.91,0.00,9.09,9.09,81.82,1.00,18.35,28.32,35.97,81.65,71.68,64.03,N/D,N/D,N/D,N/D,
