VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR104,VAR105,VAR106,VAR107,VAR108,VAR109,VAR110,VAR111,VAR112,VAR113,VAR114,VAR115,VAR116,VAR117
09-20-0665-46,Liceo Coatepeque,6A Avenida Final 8-142 Zona 1,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Matutina,58,43.75,81.48,71.43,75.00,61.76,67.24,51.72,15.52,32.76,22.41,10.34,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,69.50,68.70,57.97,15.63,55.56,42.86,61.11,41.18,41.38,24.14,17.24,58.62,36.21,22.41,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,54.06,53.85,48.05,3.45,96.55,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,98.28,5.26,12.28,16.48,1.72,6.90,36.21,44.83,10.34,3.45,6.90,41.38,43.10,5.17,1.36,2.05,60.34,1.65,10.53,10.53,18.42,50.00,7.89,0.00,0.00,2.63,18.97,39.66,22.41,5.17,13.79,1,1,0.00,1.72,17.24,77.59,3.45,0.00,0.00,0.00
09-20-0820-46,Colegio Mixto Evangelico Jerusalem,3Ra. Av. 10-40 Zona 1 Colonia Santa Elena,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Vespertina,35,0.00,16.67,0.00,5.88,31.58,20.00,2.86,17.14,80.00,34.29,45.71,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,47.50,51.10,33.93,6.25,5.56,0.00,0.00,0.00,0.00,0.00,0.00,100.00,31.43,68.57,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,31.68,36.39,29.23,2.86,94.29,0.00,0.00,0.00,2.86,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,77.14,25.71,28.57,18.29,51.43,11.43,28.57,2.86,5.71,45.71,8.57,20.00,0.00,25.71,1.47,1.85,88.57,2.60,9.09,18.18,69.70,0.00,0.00,3.03,0.00,0.00,22.86,54.29,14.29,5.71,2.86,0,1,5.71,20.00,71.43,0.00,0.00,2.86,0.00,0.00
09-20-0824-46,Instituto Tecnológico Privado De Coatepeque,9A. Av. 1-34 Zona 1 Colonia Santa Elena Barrio La Esperanza,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Vespertina,48,27.27,9.26,18.00,40.30,19.61,35.42,18.75,16.67,64.58,43.75,20.83,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,53.26,59.38,46.35,7.58,1.85,6.00,13.43,3.92,10.42,6.25,4.17,89.58,39.58,50.00,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,35.17,48.88,34.31,2.08,95.83,0.00,0.00,0.00,0.00,2.08,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,20.83,17.39,18.17,16.67,12.50,39.58,14.58,16.67,25.00,14.58,22.92,18.75,18.75,0.45,1.57,89.58,3.15,9.76,7.32,7.32,68.29,7.32,0.00,0.00,0.00,22.92,54.17,16.67,4.17,2.08,1,1,0.00,0.00,18.75,79.17,2.08,0.00,0.00,0.00
09-20-0870-46,Instituto Privado Mixto De Bachillerato Por Madurez Coatepeque,2Da. Calle 6-33 Zona 1,Quetzaltenango,Coatepeque,Privado,Urbana,Fin De Semana,Intermedia,205,12.33,13.94,9.36,12.62,15.72,22.44,9.27,13.17,77.56,35.61,41.95,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,50.73,50.81,39.21,1.38,0.94,0.99,2.43,2.62,2.44,1.46,0.98,97.56,25.85,71.71,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,30.42,39.36,27.35,5.37,91.71,0.49,0.00,0.98,0.00,1.46,0.98,98.05,0.00,0.00,0.49,0.49,0.00,67.68,50.50,75.86,22.63,55.12,13.66,6.83,1.95,22.44,52.68,9.76,6.34,0.49,30.73,0.12,1.13,81.28,1.28,6.00,3.00,4.50,1.50,2.00,5.50,3.00,74.50,18.54,65.85,11.22,3.41,0.98,1,1,0.99,1.48,3.45,1.97,1.48,8.87,3.94,77.83
09-20-1069-46,CPUM Cientifico De Estudios En Computación,"1A. Avenida 2-60 Zona 1, Barrio La Batalla",Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Vespertina,3,0.00,0.00,33.33,66.67,20.00,33.33,33.33,0.00,66.67,33.33,33.33,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,45.83,52.56,45.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,36.67,33.33,38.46,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,66.67,33.33,0.00,17.67,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,1.33,2.67,100.00,1.67,33.33,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,66.67,33.33,0.00,0.00,0,1,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00
09-20-3029-46,Instituto Técnico Privado Mariano Galvez,"11A. Calle 1-05, Zona 3, Barrio San Francisco",Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Matutina,37,8.97,4.31,9.76,9.52,13.46,21.62,5.41,16.22,78.38,37.84,40.54,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,48.99,53.33,44.93,1.28,0.86,1.22,1.59,1.92,2.70,0.00,2.70,97.30,18.92,78.38,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,30.84,38.67,20.72,21.62,67.57,5.41,0.00,5.41,0.00,0.00,5.41,91.89,0.00,0.00,0.00,2.70,0.00,70.27,45.95,24.32,18.73,51.35,10.81,21.62,0.00,16.22,51.35,5.41,16.22,0.00,27.03,1.97,2.38,89.19,2.03,18.75,21.88,56.25,3.13,0.00,0.00,0.00,0.00,24.32,54.05,21.62,0.00,0.00,0,1,2.78,16.67,77.78,2.78,0.00,0.00,0.00,0.00
09-20-3052-46,Instituto Privado Mixto Rafael Arevalo Martinez,3A. Avenida 10-57 Zona 4,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Doble,3,20.00,34.62,24.39,21.43,25.00,0.00,0.00,0.00,100.00,0.00,100.00,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,39.58,38.46,50.00,0.00,7.69,7.32,10.71,25.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,33.33,41.03,28.89,66.67,33.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,50.00,17.67,0.00,0.00,66.67,0.00,33.33,0.00,0.00,66.67,0.00,33.33,3.00,4.00,100.00,3.00,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,33.33,33.33,33.33,0.00,0.00,1,1,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00
09-20-3055-46,Instituto Privado Mixto Comercial Coatepeque,0A. 6 Calle Zona 1,Quetzaltenango,Coatepeque,Privado,Urbana,Fin De Semana,Doble,116,12.26,10.53,2.83,3.91,8.91,18.10,9.48,8.62,81.90,32.76,49.14,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,46.07,51.82,37.61,0.95,1.74,0.00,0.00,1.98,0.00,0.00,0.00,100.00,26.72,73.28,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,38.46,38.70,37.42,6.03,93.97,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,71.05,26.55,52.21,19.25,60.34,11.21,6.90,3.45,18.10,61.21,5.17,1.72,2.59,29.31,0.89,1.35,93.10,0.93,16.87,32.53,8.43,9.64,27.71,4.82,0.00,0.00,16.38,53.45,25.86,0.86,3.45,0,1,3.26,6.52,15.22,32.61,34.78,7.61,0.00,0.00
09-20-3189-46,Instituto Diversificado Por Cooperativa De Enseñanza,3Av. Final Barrio Colombita Zona 4,Quetzaltenango,Coatepeque,Cooperativa,Urbana,Diario (Regular),Vespertina,114,14.65,19.23,15.20,17.56,18.85,27.19,10.53,16.67,72.81,35.96,36.84,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,50.60,53.88,45.18,2.55,2.58,2.40,1.53,4.92,2.63,0.00,2.63,97.37,28.07,69.30,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,36.27,43.18,26.96,5.26,93.86,0.00,0.00,0.88,0.00,0.00,3.51,96.49,0.00,0.00,0.00,0.00,0.00,79.46,32.14,24.32,18.86,56.14,10.53,10.53,3.51,19.30,57.89,8.77,4.39,0.88,28.07,0.22,1.39,97.37,1.01,34.85,36.36,22.73,6.06,0.00,0.00,0.00,0.00,35.40,52.21,8.85,0.88,2.65,1,1,46.94,18.37,28.57,6.12,0.00,0.00,0.00,0.00
09-20-3601-46,Colegio Evangelico Getsemaní,11Av. 6-27 Zona 1 Barrio Las Casas,Quetzaltenango,Coatepeque,Privado,Urbana,Sabatino,Doble,38,5.56,7.41,33.33,13.89,24.00,13.16,5.26,7.89,86.84,18.42,68.42,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,44.74,45.04,26.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,23.68,76.32,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,33.28,35.63,25.44,2.63,97.37,0.00,0.00,0.00,0.00,0.00,2.63,97.37,0.00,0.00,0.00,0.00,0.00,67.65,61.11,87.88,24.89,36.84,13.16,10.53,7.89,31.58,39.47,5.26,15.79,2.63,36.84,0.16,.97,84.21,1.59,16.22,27.03,27.03,8.11,16.22,0.00,0.00,5.41,31.58,50.00,13.16,2.63,2.63,1,1,2.78,11.11,8.33,22.22,33.33,5.56,2.78,13.89
09-20-3656-46,Colegio Privado Urbano Mixto Cientifico De Estudios En Computación,1A. Avenida 2-60 Zona 1 Barrio La Batalla,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Matutina,21,23.33,0.00,25.00,3.70,36.67,23.81,9.52,14.29,76.19,42.86,33.33,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,50.00,54.76,35.71,3.33,0.00,9.38,0.00,6.67,4.76,4.76,0.00,95.24,38.10,57.14,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,39.30,45.26,29.76,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,61.90,38.10,4.76,18.48,33.33,4.76,33.33,4.76,23.81,28.57,0.00,28.57,14.29,28.57,1.29,1.67,90.48,1.95,11.11,11.11,77.78,0.00,0.00,0.00,0.00,0.00,23.81,52.38,19.05,0.00,4.76,0,1,0.00,4.76,95.24,0.00,0.00,0.00,0.00,0.00
09-20-3662-46,Colegio Privado Mixto San Luis,2A. Calle 6-33 Zona 1,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Matutina,17,11.76,26.74,21.59,25.83,35.00,52.94,29.41,23.53,47.06,35.29,11.76,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,57.72,60.18,60.29,0.00,1.16,2.27,7.95,0.00,17.65,5.88,11.76,82.35,35.29,47.06,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,41.52,49.77,36.47,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,70.59,6.67,14.29,17.18,29.41,11.76,29.41,5.88,23.53,47.06,5.88,17.65,0.00,29.41,0.62,1.93,94.12,4.59,5.88,11.76,17.65,64.71,0.00,0.00,0.00,0.00,0.00,58.82,23.53,17.65,0.00,0,1,5.88,0.00,17.65,76.47,0.00,0.00,0.00,0.00
09-20-3694-46,Colegio Mixto Evangelico Jerusalem,"3A. Avenida 10-40 Zona 1, Colonia Santa Elena",Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Matutina,29,27.45,8.33,32.69,13.33,14.89,44.83,20.69,24.14,55.17,37.93,17.24,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,59.70,57.03,54.31,6.00,2.08,0.00,0.00,8.51,0.00,0.00,0.00,100.00,51.72,48.28,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,35.09,48.81,31.03,3.45,96.55,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,71.43,17.24,13.79,18.07,58.62,17.24,10.34,0.00,13.79,58.62,17.24,10.34,0.00,13.79,1.00,1.36,86.21,1.86,0.00,6.90,82.76,3.45,0.00,6.90,0.00,0.00,31.03,58.62,10.34,0.00,0.00,0,0,0.00,6.90,82.76,3.45,0.00,6.90,0.00,0.00
09-20-3723-46,Instituto Privado Mixto Integral De Coatepeque,9A. Avenida 8-05 Zona 1 Barrio Las Casas,Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Doble,16,14.63,12.12,8.33,13.79,12.00,25.00,12.50,12.50,75.00,31.25,43.75,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,50.39,50.00,47.66,7.32,0.00,5.56,0.00,0.00,0.00,0.00,0.00,100.00,37.50,62.50,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,30.88,38.94,32.92,12.50,81.25,0.00,0.00,0.00,0.00,6.25,0.00,100.00,0.00,0.00,0.00,0.00,0.00,87.50,20.00,37.50,19.69,62.50,12.50,6.25,0.00,18.75,50.00,0.00,12.50,12.50,25.00,0.92,1.73,81.25,2.06,0.00,6.25,37.50,56.25,0.00,0.00,0.00,0.00,33.33,40.00,20.00,0.00,6.67,0,1,0.00,8.33,25.00,58.33,8.33,0.00,0.00,0.00
09-20-3796-46,Instituto De Computación Informática,"13 Avenida 6-188 Zona 2, Residenciales La Ceiba",Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Doble,19,17.14,44.83,41.51,20.00,35.56,36.84,15.79,21.05,63.16,42.11,21.05,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,58.22,57.29,44.08,2.78,3.45,3.77,0.00,6.67,0.00,0.00,0.00,100.00,36.84,63.16,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,35.29,42.51,26.32,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,57.89,26.32,42.11,18.79,36.84,10.53,15.79,5.26,31.58,31.58,21.05,21.05,5.26,21.05,2.11,3.17,84.21,1.89,5.56,16.67,61.11,16.67,0.00,0.00,0.00,0.00,26.32,52.63,15.79,5.26,0.00,0,1,0.00,21.05,57.89,21.05,0.00,0.00,0.00,0.00
09-20-4055-46,Instituto De Computación Informática,"13 Avenida 6-188 Zona 2, Residenciales La Ceiba",Quetzaltenango,Coatepeque,Privado,Urbana,Diario (Regular),Matutina,56,20.73,34.38,23.33,41.18,30.00,35.71,17.86,17.86,64.29,26.79,37.50,32.32,33.02,28.92,53.90,54.52,43.89,53.81,54.87,43.23,51.90,54.36,43.56,53.35,57.97,43.97,8.14,0.00,5.00,20.59,8.33,8.93,5.36,3.57,91.07,12.50,78.57,9.01,8.65,4.54,37.24,41.75,32.23,37.61,42.93,32.64,36.26,41.58,31.31,34.35,41.62,27.86,8.93,85.71,0.00,1.79,3.57,0.00,0.00,1.79,98.21,0.00,0.00,0.00,0.00,0.00,77.78,24.07,29.09,17.93,35.71,16.07,26.79,12.50,8.93,50.00,19.64,14.29,8.93,7.14,1.48,2.28,83.64,1.05,34.38,12.50,40.63,9.38,0.00,0.00,0.00,3.13,37.50,39.29,16.07,5.36,1.79,0,1,5.36,8.93,60.71,23.21,0.00,0.00,0.00,1.79
09-21-0037-46,Instituto Nacional De Educación Diversificada,Genova Costa Cuca,Quetzaltenango,Génova Costa Cuca,Oficial,Urbana,Diario (Regular),Matutina,42,N/D,13.64,11.11,4.00,17.14,14.29,4.76,9.52,85.71,30.95,54.76,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,48.07,48.53,30.06,N/D,0.00,5.56,0.00,2.86,0.00,0.00,0.00,100.00,26.19,73.81,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,33.47,35.53,22.54,0.00,95.24,0.00,0.00,4.76,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,77.50,35.90,16.22,17.79,45.24,7.14,2.38,9.52,35.71,59.52,7.14,0.00,2.38,30.95,1.97,1.46,92.86,3.10,7.69,23.08,61.54,2.56,2.56,0.00,0.00,2.56,23.81,61.90,9.52,4.76,0.00,0,1,2.38,19.05,64.29,2.38,4.76,4.76,2.38,0.00
09-21-0050-46,Colegio Técnico Privado Mixto El Shaddai,Genova Centro,Quetzaltenango,Génova Costa Cuca,Privado,Urbana,Diario (Regular),Matutina,18,N/D,0.00,9.09,11.11,7.14,22.22,16.67,5.56,77.78,33.33,44.44,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,43.75,57.91,43.06,N/D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,37.91,39.32,22.59,5.56,83.33,0.00,0.00,0.00,0.00,11.11,0.00,100.00,0.00,0.00,0.00,0.00,0.00,83.33,44.44,5.88,18.22,55.56,0.00,16.67,5.56,22.22,61.11,5.56,5.56,0.00,27.78,1.22,1.00,88.89,2.29,5.88,11.76,82.35,0.00,0.00,0.00,0.00,0.00,11.76,47.06,41.18,0.00,0.00,1,1,0.00,11.76,82.35,0.00,5.88,0.00,0.00,0.00
09-21-0053-46,Colegio Técnico Privado Mixto El Shaddai,,Quetzaltenango,Génova Costa Cuca,Privado,Urbana,Diario (Regular),Vespertina,6,N/D,N/D,N/D,0.00,20.00,50.00,33.33,16.67,50.00,16.67,33.33,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,63.54,51.92,41.67,N/D,N/D,N/D,0.00,0.00,0.00,0.00,0.00,100.00,66.67,33.33,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,45.10,53.85,30.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0.00,0.00,83.33,33.33,33.33,18.00,66.67,16.67,0.00,0.00,16.67,50.00,0.00,0.00,0.00,50.00,1.20,2.00,66.67,1.83,0.00,16.67,66.67,16.67,0.00,0.00,0.00,0.00,0.00,50.00,16.67,16.67,16.67,1,1,0.00,16.67,66.67,16.67,0.00,0.00,0.00,0.00
09-21-0056-46,Colegio Técnico Privado Mixto Luz Y Vida,Aldea San Miguelito,Quetzaltenango,Génova Costa Cuca,Privado,Rural,Diario (Regular),Vespertina,1,N/D,N/D,N/D,N/D,16.67,0.00,0.00,0.00,100.00,0.00,100.00,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,43.75,30.77,25.00,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,0.00,100.00,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,29.41,38.46,40.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,17.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,2.00,5.00,100.00,2.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
09-21-0057-46,Colegio Técnico Privado Mixto Luz Y Vida,"Aldea San Miguelito,",Quetzaltenango,Génova Costa Cuca,Privado,Rural,Diario (Regular),Matutina,4,N/D,N/D,N/D,N/D,N/D,25.00,0.00,25.00,75.00,0.00,75.00,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,39.06,51.92,37.50,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,0.00,100.00,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,23.53,30.77,13.33,25.00,50.00,25.00,0.00,0.00,0.00,0.00,25.00,75.00,0.00,0.00,0.00,0.00,0.00,75.00,50.00,0.00,18.50,75.00,0.00,0.00,0.00,25.00,75.00,0.00,0.00,0.00,25.00,1.67,1.50,100.00,1.50,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,0.00,75.00,25.00,0.00,0.00,1,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
09-21-0062-46,Colegio Técnico Privado Mixto El Shaddai,Centro De Génova,Quetzaltenango,Génova Costa Cuca,Privado,Urbana,Diario (Regular),Doble,2,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,50.00,50.00,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,56.25,42.31,43.75,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,50.00,50.00,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,32.35,50.00,20.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,18.00,50.00,50.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,1.50,1.00,50.00,3.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,1,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
09-21-3708-46,Colegio Privado Mixto Liceo Florense,3A. Avenida 6-53 Zona 1,Quetzaltenango,Génova Costa Cuca,Privado,Urbana,Diario (Regular),Vespertina,40,7.69,12.35,N/D,10.00,11.11,17.50,7.50,10.00,82.50,32.50,50.00,32.32,33.02,18.58,53.90,54.52,43.89,53.81,54.87,43.23,47.23,50.85,32.85,45.94,50.77,29.06,1.54,0.00,N/D,5.45,0.00,0.00,0.00,0.00,100.00,27.50,72.50,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,34.04,37.24,23.07,32.50,35.58,23.50,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,72.50,31.58,10.81,18.33,50.00,10.00,17.50,2.50,20.00,55.00,7.50,15.00,2.50,20.00,0.42,.74,92.50,2.33,10.34,13.79,75.86,0.00,0.00,0.00,0.00,0.00,27.50,50.00,20.00,2.50,0.00,1,1,16.67,5.56,77.78,0.00,0.00,0.00,0.00,0.00
09-22-0017-46,Liceo Técnico Vocacional,El Centro De Flores,Quetzaltenango,Flores Costa Cuca,Privado,Urbana,Diario (Regular),Matutina,8,N/D,N/D,0.00,0.00,N/D,37.50,12.50,25.00,62.50,37.50,25.00,32.32,33.02,37.50,53.90,54.52,43.89,53.81,54.87,43.23,57.81,54.81,56.25,57.81,54.81,56.25,N/D,N/D,0.00,0.00,N/D,0.00,0.00,0.00,100.00,25.00,75.00,9.01,8.65,0.00,37.24,41.75,32.23,37.61,42.93,32.64,27.94,35.58,26.67,27.94,35.58,26.67,0.00,75.00,0.00,0.00,0.00,0.00,25.00,12.50,87.50,0.00,0.00,0.00,0.00,0.00,100.00,28.57,33.33,17.63,25.00,0.00,12.50,0.00,62.50,50.00,12.50,0.00,0.00,37.50,2.25,2.00,100.00,1.63,0.00,12.50,50.00,25.00,0.00,12.50,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0,1,0.00,0.00,62.50,12.50,0.00,12.50,12.50,0.00
09-23-0008-46,Colegio Preuniversitario De Ciencias Y Tecnologia Moderna,"7A. Avenida ""A"" 2B-11 Zona 1",Quetzaltenango,La Esperanza,Privado,Urbana,Diario (Regular),Vespertina,6,N/D,N/D,16.67,30.77,20.00,50.00,33.33,16.67,50.00,33.33,16.67,32.32,33.02,50.00,53.90,54.52,43.89,53.81,54.87,43.23,59.38,61.54,46.59,57.29,57.69,47.92,N/D,N/D,0.00,7.69,10.00,0.00,0.00,0.00,100.00,50.00,50.00,9.01,8.65,9.09,37.24,41.75,32.23,37.61,42.93,32.64,37.97,43.71,35.15,32.35,47.44,33.33,33.33,66.67,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,83.33,33.33,20.00,17.67,16.67,0.00,16.67,50.00,16.67,50.00,0.00,0.00,50.00,0.00,1.67,1.50,100.00,4.67,0.00,16.67,66.67,16.67,0.00,0.00,0.00,0.00,0.00,16.67,83.33,0.00,0.00,1,1,0.00,16.67,66.67,16.67,0.00,0.00,0.00,0.00
09-23-3806-46,Colegio Privado Mixto Isaac Newton,2A. Calle 2-85 Zona 3,Quetzaltenango,La Esperanza,Privado,Urbana,Diario (Regular),Doble,16,22.22,18.18,27.27,25.00,27.78,50.00,18.75,31.25,50.00,31.25,18.75,32.32,33.02,50.00,53.90,54.52,43.89,53.81,54.87,43.23,59.38,61.54,46.59,60.16,62.98,46.09,22.22,13.64,13.64,6.25,5.56,12.50,6.25,6.25,87.50,37.50,50.00,9.01,8.65,9.09,37.24,41.75,32.23,37.61,42.93,32.64,37.97,43.71,35.15,40.07,42.31,35.83,37.50,62.50,0.00,0.00,0.00,0.00,0.00,6.25,93.75,0.00,0.00,0.00,0.00,0.00,93.33,26.67,37.50,17.69,25.00,0.00,25.00,6.25,43.75,50.00,6.25,6.25,18.75,18.75,1.53,1.27,53.33,1.13,11.11,55.56,33.33,0.00,0.00,0.00,0.00,0.00,6.25,50.00,31.25,0.00,12.50,1,1,0.00,15.38,69.23,15.38,0.00,0.00,0.00,0.00
